p,eps,L,mu,c,episode,convergence
1.5,0.95,1.5,0.75,2*(1-eps),"[0.7467704856943024, 0.7452143331533467, 0.7434860210620625, 0.7416049992090266, 0.7395850395551383, 0.7374385847841031, 0.7351748140425656, 0.7328023162188607, 0.730328405907904, 0.7277594557165432, 0.7251016107852195, 0.7223594185351622, 0.7195390477868163, 0.7166438869194574, 0.7136784098097162, 0.7106463950159908, 0.7075519174686569, 0.7043978082865432, 0.7011876866797004]",True
1.5,0.95,1.5,0.75,1.5*(1-eps),"[0.7475760562396406, 0.7464066670336106, 0.7451068176841503, 0.7436908910806059, 0.7421688678876999, 0.7405499335268223, 0.738840450061711, 0.7370471572364011, 0.7351747504771428, 0.7332280132559236, 0.7312110763664023, 0.7291277940860632, 0.7269822277757345, 0.7247762667598923, 0.7225138627160073, 0.7201967450314745, 0.717828908735103, 0.7154115306672395, 0.7129472374682726]",True
1.5,0.95,1.5,0.75,1*(1-eps),"[0.7483828021829951, 0.7476016798240018, 0.7467328217783399, 0.7457852647863322, 0.7447657875058882, 0.7436801642897037, 0.7425330361133693, 0.7413280322086522, 0.7400681219563128, 0.7387570683770134, 0.7373966733368575, 0.7359895694787344, 0.7345383254265897, 0.7330440445513495, 0.7315096263639036, 0.7299353763040973, 0.72832434576645, 0.7266769359793985, 0.7249954449508004]",True
1.5,0.95,1.5,0.75,0.5*(1-eps),"[0.7491907561452086, 0.7487994289834771, 0.7483637227307951, 0.7478882458951968, 0.7473762715145534, 0.7468302412433745, 0.7462528713250003, 0.7456454525741415, 0.7450094593025905, 0.7443471526691863, 0.7436588335002292, 0.7429464173211369, 0.7422100915283533, 0.7414509052295322, 0.7406703018435383, 0.7398683356911896, 0.7390457211249474, 0.7382039335563378, 0.7373423987349059]",True
1.5,0.95,1.5,0.75,0.25*(1-eps),"[0.7495952457397947, 0.7493993636339291, 0.7491812391056326, 0.7489429725308461, 0.7486863498006767, 0.7484125558033001, 0.7481228333958515, 0.7478180842522318, 0.747498519743557, 0.7471656345980624, 0.7468196475192601, 0.7464605247713468, 0.7460896491368932, 0.7457072175290399, 0.7453135585332007, 0.7449089154685253, 0.7444933084830235, 0.7440673821334284, 0.7436317311782554]",True
1.5,0.95,1.5,1.125,2*(1-eps),"[0.7467683167673285, 0.7452098586317653, 0.7434783240181375, 0.7415922462576249, 0.7395658660713398, 0.7374105441597296, 0.7351360762884431, 0.7327502689864535, 0.7302601439589625, 0.7276724042349807, 0.7249924647473738, 0.7222253454527776, 0.7193755937866014, 0.7164476956028543, 0.7134455596825264, 0.7103727633409792, 0.707233192121118, 0.7040292931286491, 0.7007657360946351]",True
1.5,0.95,1.5,1.125,1.5*(1-eps),"[0.747574844882772, 0.7464041471327909, 0.7451025172947635, 0.743683672346028, 0.7421580975452969, 0.740534101073145, 0.7388185136748328, 0.7370173455337673, 0.7351358187382508, 0.7331784768574123, 0.7311491578045982, 0.7290513999802375, 0.7268887110140931, 0.7246642107068273, 0.7223800908168594, 0.7200397630560066, 0.717645659935123, 0.7151993801011198, 0.7127034423537215]",True
1.5,0.95,1.5,1.125,1*(1-eps),"[0.7483823006577514, 0.7476005739354258, 0.7467308346679254, 0.7457820743491115, 0.7447610507210489, 0.7436733693803111, 0.7425232667997778, 0.7413146800773706, 0.7400508286236176, 0.7387344969367333, 0.7373685172079124, 0.7359551757453379, 0.7344960105111987, 0.7329933876424098, 0.7314491343793564, 0.7298646565444243, 0.7282412559585677, 0.7265807194409377, 0.7248846036854166]",True
1.5,0.95,1.5,1.125,0.5*(1-eps),"[0.7491906729872829, 0.7487991905681733, 0.7483633150900031, 0.7478874664682399, 0.7473749706606271, 0.746828493086839, 0.7462502519268893, 0.7456419646807934, 0.74500530728064, 0.7443416351175024, 0.7436518074741361, 0.7429374629859089, 0.7421992247705496, 0.7414379721249178, 0.7406548058892192, 0.7398499025784087, 0.7390245921976796, 0.7381790319745498, 0.7373143036544745]",True
1.5,0.95,1.5,1.125,0.25*(1-eps),"[0.7495952371061451, 0.7493993081257475, 0.7491811221384792, 0.7489428214327514, 0.7486860966934888, 0.7484122208131792, 0.7481223110372622, 0.7478170457387129, 0.7474974475464049, 0.7471642368750763, 0.7468177348561145, 0.7464585080458684, 0.746087224497496, 0.7457039209907534, 0.7453097246558662, 0.7449039179983238, 0.7444877395877432, 0.7440609368351346, 0.7436242339562492]",True
1.75,0.0,0.5,0.0,2*(1-eps),"[0.14163981169683537, 0.11440978763464695, 0.09343150997052041, 0.07731855577213255, 0.06484693675356477, 0.05507719696615879, 0.047321165008023, 0.041081216536308585, 0.03599689998994276, 0.031804996744935, 0.028311121322670916, 0.025369949333814968, 0.022871470498090702, 0.02073138959883708, 0.01888435644174975, 0.017279153980488987, 0.01587521109213385, 0.014640096458015967, 0.013547629977046413]",True
1.75,0.0,0.5,0.0,1.5*(1-eps),"[0.14163981169683537, 0.11440978763464695, 0.09343150997052041, 0.07731855577213255, 0.06484693675356477, 0.05507719696615879, 0.047321165008023, 0.041081216536308585, 0.03599689998994276, 0.031804996744935, 0.028311121322670916, 0.025369949333814968, 0.022871470498090702, 0.02073138959883708, 0.01888435644174975, 0.017279153980488987, 0.01587521109213385, 0.014640096458015967, 0.013547629977046413]",True
1.75,0.0,0.5,0.0,1*(1-eps),"[0.14163981169683537, 0.11440978763464695, 0.09343150997052041, 0.07731855577213255, 0.06484693675356477, 0.05507719696615879, 0.047321165008023, 0.041081216536308585, 0.03599689998994276, 0.031804996744935, 0.028311121322670916, 0.025369949333814968, 0.022871470498090702, 0.02073138959883708, 0.01888435644174975, 0.017279153980488987, 0.01587521109213385, 0.014640096458015967, 0.013547629977046413]",True
1.75,0.0,0.5,0.0,0.5*(1-eps),"[0.18082918737350154, 0.1569795803737549, 0.1360264030651355, 0.11810903232582119, 0.10298168446068251, 0.09026763937973639, 0.07957920845766067, 0.070566581040585, 0.06293232493280287, 0.05643086060433236, 0.05086235823901607, 0.046065212801893136, 0.041908870580142095, 0.03828774646647815, 0.035116133225245025, 0.03232417043452544, 0.02985463107455513, 0.02766038981459792, 0.025702431839522703]",True
1.75,0.0,0.5,0.0,0.25*(1-eps),"[0.2098618130086676, 0.19285927955358262, 0.1761879442817128, 0.1604266925825733, 0.1458739792002638, 0.13264211686078878, 0.12072850814341841, 0.1100654132351459, 0.10055260002557653, 0.09207763758408591, 0.08452762162790094, 0.07779571616287781, 0.07178416707831162, 0.06640543509417336, 0.06158215727528332, 0.05724655133491028, 0.053339534023803675, 0.04980975093752897, 0.04661263167629499]",True
1.75,0.0,0.5,0.25,2*(1-eps),"[0.1255978173708904, 0.0916088278728425, 0.06507950049943363, 0.045005569884547236, 0.03017589958429851, 0.019479596688774362, 0.011980377313943889, 0.006910879357650476, 0.00364736473554492, 0.0016853672018951058, 0.0006213326951413525, 0.0005342052153341436, 0.0006108131024215, 0.0006350012559384351, 0.0006154458106689126, 0.000564620525608719, 0.0004955123196253892, 0.00041455616850424805, 0.00033303255390964334]",True
1.75,0.0,0.5,0.25,1.5*(1-eps),"[0.1255978173708904, 0.0916088278728425, 0.06507950049943363, 0.045005569884547236, 0.03017589958429851, 0.019479596688774362, 0.011980377313943889, 0.006910879357650476, 0.00364736473554492, 0.0016853672018951058, 0.0006213326951413525, 0.0005342052153341436, 0.0006108131024215, 0.0006350012559384351, 0.0006154458106689126, 0.000564620525608719, 0.0004955123196253892, 0.00041455616850424805, 0.00033303255390964334]",True
1.75,0.0,0.5,0.25,1*(1-eps),"[0.1255978173708904, 0.0916088278728425, 0.06507950049943363, 0.045005569884547236, 0.03017589958429851, 0.019479596688774362, 0.011980377313943889, 0.006910879357650476, 0.00364736473554492, 0.0016853672018951058, 0.0006213326951413525, 0.0005342052153341436, 0.0006108131024215, 0.0006350012559384351, 0.0006154458106689126, 0.000564620525608719, 0.0004955123196253892, 0.00041455616850424805, 0.00033303255390964334]",True
1.75,0.0,0.5,0.25,0.5*(1-eps),"[0.17444273084202735, 0.14623606224924116, 0.12049478012872458, 0.09785023504410588, 0.07841078879697579, 0.06201218608620272, 0.048367733488579444, 0.03715130094279191, 0.028039762962955017, 0.020732175326900658, 0.014956600355676763, 0.010470824873291684, 0.007060444745307206, 0.004536158633530073, 0.0027311528317266287, 0.0014989485513647435, 0.0008005170985325775, 0.0009668108492334592, 0.0010861326682846757]",True
1.75,0.0,0.5,0.25,0.25*(1-eps),"[0.20776409789996456, 0.18888520022177732, 0.16974329725014975, 0.15105781770797316, 0.13330013301607038, 0.11675251714466686, 0.10155947495810413, 0.08776969143709673, 0.07536822543020508, 0.0643002514351176, 0.05448775322015751, 0.045840888545869936, 0.0382654285730193, 0.03166743879232306, 0.02595608423660182, 0.02104508824676936, 0.016853502161556816, 0.013305821230617111, 0.010331988442481989]",True
1.75,0.0,0.5,0.375,2*(1-eps),"[0.11655086162447968, 0.07941731924515358, 0.051169198087654, 0.030980968126850483, 0.017402432096622414, 0.00886843913852379, 0.00393795653545089, 0.00140092014741383, 0.0003166914280790423, 0.00016953557954616449, 0.0003054180279547945, 0.0003760888851673651, 0.0003818840273163721, 0.0003396319455265517, 0.0002716250646124636, 0.00019860847606542045, 0.0001297603840793804, 7.300688914305953e-05, 3.310172117122148e-05]",False
1.75,0.0,0.5,0.375,1.5*(1-eps),"[0.11655086162447968, 0.07941731924515358, 0.051169198087654, 0.030980968126850483, 0.017402432096622414, 0.00886843913852379, 0.00393795653545089, 0.00140092014741383, 0.0003166914280790423, 0.00016953557954616449, 0.0003054180279547945, 0.0003760888851673651, 0.0003818840273163721, 0.0003396319455265517, 0.0002716250646124636, 0.00019860847606542045, 0.0001297603840793804, 7.300688914305953e-05, 3.310172117122148e-05]",False
1.75,0.0,0.5,0.375,1*(1-eps),"[0.11655086162447968, 0.07941731924515358, 0.051169198087654, 0.030980968126850483, 0.017402432096622414, 0.00886843913852379, 0.00393795653545089, 0.00140092014741383, 0.0003166914280790423, 0.00016953557954616449, 0.0003054180279547945, 0.0003760888851673651, 0.0003818840273163721, 0.0003396319455265517, 0.0002716250646124636, 0.00019860847606542045, 0.0001297603840793804, 7.300688914305953e-05, 3.310172117122148e-05]",False
1.75,0.0,0.5,0.375,0.5*(1-eps),"[0.17093416557670413, 0.14033780775681934, 0.11206838288272734, 0.08713477181335891, 0.06593105349592489, 0.048457420073774224, 0.0344773192996473, 0.023623702610323743, 0.015468384132739729, 0.009566739075845052, 0.005486523214129783, 0.0028266614711491165, 0.0012294035369241347, 0.00038759478423268715, 0.0002957758339771276, 0.0005176343828094977, 0.000690028564645503, 0.000797253213659556, 0.0008397334310062825]",False
1.75,0.0,0.5,0.375,0.25*(1-eps),"[0.20665243025467167, 0.18675789715509777, 0.1662665952777628, 0.14598367391496567, 0.1264976081739239, 0.10821592430862971, 0.09139930854697244, 0.07619295013178676, 0.06265382018480763, 0.05077344384694321, 0.040496098746960904, 0.03173311127829371, 0.024373819406362376, 0.0182939178304937, 0.013361797474848464, 0.009443380886092508, 0.006405855551907725, 0.004120613933744609, 0.002465472771718029]",True
1.75,0.0,1.0,0.0,2*(1-eps),"[0.28327963076154566, 0.22881959494880996, 0.18686302016772785, 0.15463711496076316, 0.12969387192279988, 0.1101543868379245, 0.09464233624786893, 0.08216243313394415, 0.07199379838783107, 0.06360999398358773, 0.05662223031093673, 0.050739889305455595, 0.04574294098179942, 0.041462779229537686, 0.03776871550464287, 0.03455830790683315, 0.03175041614421149, 0.02928019289433245, 0.027095257123775446]",True
1.75,0.0,1.0,0.0,1.5*(1-eps),"[0.28327963076154566, 0.22881959494880996, 0.18686302016772785, 0.15463711496076316, 0.12969387192279988, 0.1101543868379245, 0.09464233624786893, 0.08216243313394415, 0.07199379838783107, 0.06360999398358773, 0.05662223031093673, 0.050739889305455595, 0.04574294098179942, 0.041462779229537686, 0.03776871550464287, 0.03455830790683315, 0.03175041614421149, 0.02928019289433245, 0.027095257123775446]",True
1.75,0.0,1.0,0.0,1*(1-eps),"[0.28327963076154566, 0.22881959494880996, 0.18686302016772785, 0.15463711496076316, 0.12969387192279988, 0.1101543868379245, 0.09464233624786893, 0.08216243313394415, 0.07199379838783107, 0.06360999398358773, 0.05662223031093673, 0.050739889305455595, 0.04574294098179942, 0.041462779229537686, 0.03776871550464287, 0.03455830790683315, 0.03175041614421149, 0.02928019289433245, 0.027095257123775446]",True
1.75,0.0,1.0,0.0,0.5*(1-eps),"[0.3616583561573066, 0.3139591693867798, 0.2720528183127955, 0.23621805629885617, 0.20596336370334753, 0.1805352770749592, 0.15915841606672984, 0.14113317556914728, 0.1258646485517294, 0.11286171484810356, 0.10172472172712121, 0.0921304208866106, 0.08381773710180679, 0.0765754876606416, 0.07023226618549526, 0.06464834135037624, 0.05970926200259404, 0.05532076866035732, 0.0514048521175716]",True
1.75,0.0,1.0,0.0,0.25*(1-eps),"[0.4197236143715639, 0.3857185699839884, 0.3523759117506552, 0.320853394710946, 0.2917479559539053, 0.2652842315317332, 0.24145701547063583, 0.22013079776408437, 0.20110522337624812, 0.18415524358518362, 0.16905524796261473, 0.15559142786838678, 0.1435683363826783, 0.13281086394932634, 0.12316431493280176, 0.11449310343220036, 0.1066790680079242, 0.09961950119393877, 0.09322525675320764]",True
1.75,0.0,1.0,0.5,2*(1-eps),"[0.2511956097695173, 0.18321763979042122, 0.13015900146657547, 0.09001113938867869, 0.06035177419949493, 0.03895918313193203, 0.023960751119784872, 0.013821758448621435, 0.007294727252779062, 0.0033707228026161806, 0.001242666923346598, 0.0010684061909449376, 0.0012216216888698028, 0.0012699587668577933, 0.0012307200682997574, 0.0011290728479560034, 0.0009910302859146346, 0.0008290021309032121, 0.0006659471327672671]",True
1.75,0.0,1.0,0.5,1.5*(1-eps),"[0.2511956097695173, 0.18321763979042122, 0.13015900146657547, 0.09001113938867869, 0.06035177419949493, 0.03895918313193203, 0.023960751119784872, 0.013821758448621435, 0.007294727252779062, 0.0033707228026161806, 0.001242666923346598, 0.0010684061909449376, 0.0012216216888698028, 0.0012699587668577933, 0.0012307200682997574, 0.0011290728479560034, 0.0009910302859146346, 0.0008290021309032121, 0.0006659471327672671]",True
1.75,0.0,1.0,0.5,1*(1-eps),"[0.2511956097695173, 0.18321763979042122, 0.13015900146657547, 0.09001113938867869, 0.06035177419949493, 0.03895918313193203, 0.023960751119784872, 0.013821758448621435, 0.007294727252779062, 0.0033707228026161806, 0.001242666923346598, 0.0010684061909449376, 0.0012216216888698028, 0.0012699587668577933, 0.0012307200682997574, 0.0011290728479560034, 0.0009910302859146346, 0.0008290021309032121, 0.0006659471327672671]",True
1.75,0.0,1.0,0.5,0.5*(1-eps),"[0.3488854574617907, 0.292472112154823, 0.2409895585379249, 0.1957004607167092, 0.15682154095142134, 0.12402435790742217, 0.09673546635354091, 0.07430259270874982, 0.05607952581004896, 0.041464350249327916, 0.029913200048950317, 0.020941629804313702, 0.014120889597003984, 0.00907231762954025, 0.0054623054675211, 0.0029978970281822116, 0.0016010281818570236, 0.0019336100045048525, 0.002172130952361491]",True
1.75,0.0,1.0,0.5,0.25*(1-eps),"[0.41552815772675494, 0.37777033191411663, 0.33948659043516277, 0.3021156386891655, 0.2666002340713723, 0.23350500375115027, 0.20311892696819536, 0.17553935654474034, 0.15073643954176888, 0.12860049956564273, 0.10897550621190948, 0.09168177691453593, 0.07653085719132152, 0.06333488784055616, 0.051912165919357954, 0.04209015643268958, 0.03370700184405451, 0.026611640958664473, 0.0206639765888385]",True
1.75,0.0,1.0,0.75,2*(1-eps),"[0.2331016882224324, 0.158834610522724, 0.10233826374798839, 0.061961894265927124, 0.03480484795280879, 0.01773687585589955, 0.007875908341109013, 0.002801829686802254, 0.0006333879955655573, 0.00033908447006022075, 0.0006108369140118604, 0.0007521869345939037, 0.0007636087784938557, 0.0006791380248729144, 0.0005430461765588137, 0.0003970712497200342, 0.00025952056829782444, 0.00014603017889258636, 6.620314886330779e-05]",False
1.75,0.0,1.0,0.75,1.5*(1-eps),"[0.2331016882224324, 0.158834610522724, 0.10233826374798839, 0.061961894265927124, 0.03480484795280879, 0.01773687585589955, 0.007875908341109013, 0.002801829686802254, 0.0006333879955655573, 0.00033908447006022075, 0.0006108369140118604, 0.0007521869345939037, 0.0007636087784938557, 0.0006791380248729144, 0.0005430461765588137, 0.0003970712497200342, 0.00025952056829782444, 0.00014603017889258636, 6.620314886330779e-05]",False
1.75,0.0,1.0,0.75,1*(1-eps),"[0.2331016882224324, 0.158834610522724, 0.10233826374798839, 0.061961894265927124, 0.03480484795280879, 0.01773687585589955, 0.007875908341109013, 0.002801829686802254, 0.0006333879955655573, 0.00033908447006022075, 0.0006108369140118604, 0.0007521869345939037, 0.0007636087784938557, 0.0006791380248729144, 0.0005430461765588137, 0.0003970712497200342, 0.00025952056829782444, 0.00014603017889258636, 6.620314886330779e-05]",False
1.75,0.0,1.0,0.75,0.5*(1-eps),"[0.341868304703424, 0.2806755634682843, 0.2241367588561393, 0.17426955380675815, 0.1318621069031194, 0.09691483399414456, 0.06895463426337958, 0.047247401227480695, 0.03093675366085753, 0.01913345877518829, 0.010973042952378187, 0.005653335372454941, 0.0024588156862311384, 0.0007751856761796278, 0.0005914974018627622, 0.0010352102033363327, 0.001379887237636821, 0.0015944621662669423, 0.001679108126453628]",False
1.75,0.0,1.0,0.75,0.25*(1-eps),"[0.4133048373783252, 0.37351574369399665, 0.33253317167009117, 0.29196733699937344, 0.2529952191232834, 0.21643184632018944, 0.18279860451265695, 0.1523858864100988, 0.12530760622320786, 0.10154688380699811, 0.08099218612461109, 0.06346621600000674, 0.04874763526567252, 0.03658782092979899, 0.02672357288424099, 0.01888676552099234, 0.012811718947834805, 0.008241225772893953, 0.004930969600791868]",True
1.75,0.0,1.5,0.0,2*(1-eps),"[0.42491946011219656, 0.34322938928155583, 0.2802945048303085, 0.23195567273764922, 0.19454080997384982, 0.1652315864616671, 0.14196350840585062, 0.12324363918074493, 0.10799068711526279, 0.09541499104135942, 0.08493336507537343, 0.07610984785352144, 0.06861441151285826, 0.062194168653473686, 0.05665307229003655, 0.05183744260653666, 0.047625632476706, 0.043920282323435283, 0.04064288986400275]",True
1.75,0.0,1.5,0.0,1.5*(1-eps),"[0.42491946011219656, 0.34322938928155583, 0.2802945048303085, 0.23195567273764922, 0.19454080997384982, 0.1652315864616671, 0.14196350840585062, 0.12324363918074493, 0.10799068711526279, 0.09541499104135942, 0.08493336507537343, 0.07610984785352144, 0.06861441151285826, 0.062194168653473686, 0.05665307229003655, 0.05183744260653666, 0.047625632476706, 0.043920282323435283, 0.04064288986400275]",True
1.75,0.0,1.5,0.0,1*(1-eps),"[0.42491946011219656, 0.34322938928155583, 0.2802945048303085, 0.23195567273764922, 0.19454080997384982, 0.1652315864616671, 0.14196350840585062, 0.12324363918074493, 0.10799068711526279, 0.09541499104135942, 0.08493336507537343, 0.07610984785352144, 0.06861441151285826, 0.062194168653473686, 0.05665307229003655, 0.05183744260653666, 0.047625632476706, 0.043920282323435283, 0.04064288986400275]",True
1.75,0.0,1.5,0.0,0.5*(1-eps),"[0.5424875295670896, 0.4709387403393343, 0.4080792268969078, 0.35432710286238484, 0.3089450124122931, 0.27080292162459535, 0.23873764057432426, 0.21169976380127303, 0.18879694447851478, 0.1692925791906066, 0.15258708376835517, 0.1381956255634857, 0.1257265845277648, 0.114863213850417, 0.1053483955634813, 0.096972480240878, 0.08956389375202403, 0.08298116944887812, 0.07710729552257262]",True
1.75,0.0,1.5,0.0,0.25*(1-eps),"[0.6295854171411307, 0.5785778487942639, 0.5285638729164586, 0.4812800436037351, 0.4376219182470953, 0.3979263416395857, 0.3621855189153685, 0.3301961614567038, 0.3016578263887766, 0.2762329119274214, 0.2535828423655908, 0.23338714979758385, 0.2153525043732269, 0.19921630528153328, 0.18474647238902067, 0.17173965301529567, 0.1600186007193333, 0.14942925301408108, 0.13983789516009346]",True
1.75,0.0,1.5,0.75,2*(1-eps),"[0.37679343813588995, 0.27482647203373534, 0.19523849671292157, 0.13501670844728803, 0.0905276612881769, 0.058438781722141786, 0.035941117482034976, 0.020732637093630567, 0.010942086450727941, 0.00505608418764566, 0.0018640000406709841, 0.001602592349926979, 0.0018324153344188524, 0.0019049289001393805, 0.0018460723320251036, 0.0016936313311865583, 0.0014865042222377564, 0.0012434640285908802, 0.0009988860514766548]",True
1.75,0.0,1.5,0.75,1.5*(1-eps),"[0.37679343813588995, 0.27482647203373534, 0.19523849671292157, 0.13501670844728803, 0.0905276612881769, 0.058438781722141786, 0.035941117482034976, 0.020732637093630567, 0.010942086450727941, 0.00505608418764566, 0.0018640000406709841, 0.001602592349926979, 0.0018324153344188524, 0.0019049289001393805, 0.0018460723320251036, 0.0016936313311865583, 0.0014865042222377564, 0.0012434640285908802, 0.0009988860514766548]",True
1.75,0.0,1.5,0.75,1*(1-eps),"[0.37679343813588995, 0.27482647203373534, 0.19523849671292157, 0.13501670844728803, 0.0905276612881769, 0.058438781722141786, 0.035941117482034976, 0.020732637093630567, 0.010942086450727941, 0.00505608418764566, 0.0018640000406709841, 0.001602592349926979, 0.0018324153344188524, 0.0019049289001393805, 0.0018460723320251036, 0.0016936313311865583, 0.0014865042222377564, 0.0012434640285908802, 0.0009988860514766548]",True
1.75,0.0,1.5,0.75,0.5*(1-eps),"[0.5233281712550838, 0.4387081387712597, 0.36148431976373613, 0.29355068501739395, 0.2352323194532908, 0.18603655368450936, 0.14510318667153516, 0.11145390139792422, 0.08411926525277501, 0.0621965256114349, 0.044869793336374406, 0.03141245920716995, 0.021181321507969267, 0.013608443036842607, 0.008193458531473543, 0.004496844869815548, 0.002401492306373701, 0.002900375519269386, 0.0032581896950767287]",True
1.75,0.0,1.5,0.75,0.25*(1-eps),"[0.6232922646948856, 0.5666555487104592, 0.509229894765011, 0.45317345553180216, 0.3999002828156487, 0.3502575164964996, 0.3046784112765303, 0.26330903689286844, 0.22610467073462295, 0.19290067649707182, 0.16346324724336622, 0.13752264352823632, 0.11479628459882668, 0.09500233146910647, 0.07786825239204236, 0.06313527545898909, 0.050560506340439224, 0.039917503009422484, 0.03099595810876568]",True
1.75,0.0,1.5,1.125,2*(1-eps),"[0.3496525412098919, 0.23825192270434742, 0.1535073442467852, 0.09294283593276004, 0.052207273482089145, 0.02660530304328399, 0.011813866381934544, 0.00420273814889035, 0.0009500667569917078, 0.0005086102066170078, 0.0009162561088621958, 0.0011282725812809741, 0.0011453387008503301, 0.0010186830456033517, 0.0008146166413317711, 0.0005956106078979746, 0.00038927496683365675, 0.00021903642460408606, 9.927541380504477e-05]",False
1.75,0.0,1.5,1.125,1.5*(1-eps),"[0.3496525412098919, 0.23825192270434742, 0.1535073442467852, 0.09294283593276004, 0.052207273482089145, 0.02660530304328399, 0.011813866381934544, 0.00420273814889035, 0.0009500667569917078, 0.0005086102066170078, 0.0009162561088621958, 0.0011282725812809741, 0.0011453387008503301, 0.0010186830456033517, 0.0008146166413317711, 0.0005956106078979746, 0.00038927496683365675, 0.00021903642460408606, 9.927541380504477e-05]",False
1.75,0.0,1.5,1.125,1*(1-eps),"[0.3496525412098919, 0.23825192270434742, 0.1535073442467852, 0.09294283593276004, 0.052207273482089145, 0.02660530304328399, 0.011813866381934544, 0.00420273814889035, 0.0009500667569917078, 0.0005086102066170078, 0.0009162561088621958, 0.0011282725812809741, 0.0011453387008503301, 0.0010186830456033517, 0.0008146166413317711, 0.0005956106078979746, 0.00038927496683365675, 0.00021903642460408606, 9.927541380504477e-05]",False
1.75,0.0,1.5,1.125,0.5*(1-eps),"[0.5128024542657561, 0.42101334530359136, 0.3362051376535817, 0.26140429476588567, 0.19779315437154862, 0.145372253734464, 0.10343195481923245, 0.07087109240524668, 0.04640515245354166, 0.028700213531702625, 0.016459527143627604, 0.008479994262721299, 0.00368823675930489, 0.0011627811042700044, 0.0008872197428580335, 0.0015527912398948947, 0.0020697658805641783, 0.0023915460602600665, 0.0025185743255394565]",False
1.75,0.0,1.5,1.125,0.25*(1-eps),"[0.6199572524431495, 0.560273637645601, 0.49879974207141414, 0.43795100982518753, 0.3794927832716267, 0.3246477661981297, 0.2741979202933719, 0.22857883196195974, 0.1879614465959463, 0.1523203279235563, 0.12148829597252958, 0.09519933144937871, 0.07312139375744367, 0.054881749032715886, 0.04008537067451564, 0.028330131080133006, 0.019217589752997404, 0.012361841483459392, 0.007396445652138366]",True
1.75,0.25,0.5,0.0,2*(1-eps),"[0.15885318520027916, 0.13235600033067668, 0.11077546061554311, 0.09345682075289681, 0.07958175058381883, 0.06841231968758316, 0.05935020009090522, 0.0519304666615609, 0.04579776562619863, 0.040681511885066954, 0.03639564770915289, 0.032790288955056326, 0.029722891994850096, 0.027087413832563793, 0.024805434566607606, 0.02281991155580282, 0.021081845038973847, 0.019551237989314792, 0.018196811890654516]",True
1.75,0.25,0.5,0.0,1.5*(1-eps),"[0.15885318520027916, 0.13235600033067668, 0.11077546061554311, 0.09345682075289681, 0.07958175058381883, 0.06841231968758316, 0.05935020009090522, 0.0519304666615609, 0.04579776562619863, 0.040681511885066954, 0.03639564770915289, 0.032790288955056326, 0.029722891994850096, 0.027087413832563793, 0.024805434566607606, 0.02281991155580282, 0.021081845038973847, 0.019551237989314792, 0.018196811890654516]",True
1.75,0.25,0.5,0.0,1*(1-eps),"[0.17478420692937088, 0.1500029303864362, 0.12869263026977237, 0.11080215171667745, 0.09592995782187444, 0.08359154238417855, 0.07333067810343409, 0.06475681968909078, 0.05754950164840058, 0.05145118148706334, 0.046256652891560765, 0.04180272403144905, 0.03796806521694635, 0.03466865091133695, 0.03180608769155697, 0.02930295341253759, 0.027098983786095716, 0.025148356291767628, 0.023416332597279838]",True
1.75,0.25,0.5,0.0,0.5*(1-eps),"[0.20573293896508763, 0.18750227652783058, 0.16991699630647336, 0.15354973102970548, 0.13865517894900056, 0.12529021921487868, 0.11339889327016137, 0.10286801805631512, 0.09356136320178866, 0.08533915994894155, 0.07806853195935685, 0.07162836134546399, 0.06591098064154312, 0.06082212893802633, 0.05628007254374676, 0.05221430812199224, 0.048564204480722635, 0.04527767656206366, 0.042309966628103934]",True
1.75,0.25,0.5,0.0,0.25*(1-eps),"[0.22571655506527322, 0.21428719530716558, 0.20232210832199568, 0.19024882490341088, 0.17837813939770877, 0.16692444028627348, 0.15602536304622933, 0.14575990143973236, 0.13616396442425713, 0.12724305575140943, 0.11898203981455824, 0.11135267053245762, 0.10431890725941544, 0.09784072942799213, 0.09187681077130662, 0.08638622776688555, 0.08132958296025722, 0.07666965681466392, 0.07237175979835471]",True
1.75,0.25,0.5,0.25,2*(1-eps),"[0.14759475137526015, 0.11509470544967362, 0.08783730157264566, 0.06572588358057645, 0.04819037633528016, 0.034536341731536066, 0.024092402377502067, 0.01626134015456349, 0.01052942038832871, 0.006460233827515749, 0.003684637798641409, 0.0022505171818661455, 0.002067075698378857, 0.0020181512856128165, 0.0019366101302464433, 0.0018096377495769374, 0.0016464888397168592, 0.0014602789647105608, 0.0012640906179657728]",True
1.75,0.25,0.5,0.25,1.5*(1-eps),"[0.14759475137526015, 0.11509470544967362, 0.08783730157264566, 0.06572588358057645, 0.04819037633528016, 0.034536341731536066, 0.024092402377502067, 0.01626134015456349, 0.01052942038832871, 0.006460233827515749, 0.003684637798641409, 0.0022505171818661455, 0.002067075698378857, 0.0020181512856128165, 0.0019366101302464433, 0.0018096377495769374, 0.0016464888397168592, 0.0014602789647105608, 0.0012640906179657728]",True
